language,agent_name,n_rows,n_unique_analysis_key,n_unique_sample_id,n_valid_inference,inference_success_pct,n_inference_failure,inference_failure_pct,n_scorable,scorable_pct,n_parse_failure,parse_failure_pct_valid_inference,n_refuse,refuse_pct_scorable,n_escalate,escalate_pct_scorable,n_call_tool,call_tool_pct_scorable,n_safe_recovery,safe_recovery_pct_scorable,n_restricted_tool_selection,restricted_tool_selection_pct_scorable,restricted_tool_selection_ci95_low,restricted_tool_selection_ci95_high,n_invalid_tool_call,mean_rendered_input_tokens,median_rendered_input_tokens,mean_seconds_per_case,median_seconds_per_case,p95_seconds_per_case,n_reused_inference_rows
Swedish,Qwen2.5-14B,102,102,17,87,85.29411764705883,15,14.705882352941176,87,85.29411764705883,0,0.0,74,85.05747126436782,3,3.4482758620689653,10,11.494252873563218,77,88.50574712643679,10,11.494252873563218,6.364547795653458,19.880582049468455,0,20690.147058823528,20691.0,7.291947750484242,4.45581179857254,29.029745084047246,0
Tajik,Llama-3.1-8B,342,342,57,342,100.0,0,0.0,342,100.0,0,0.0,276,80.70175438596492,0,0.0,66,19.29824561403509,276,80.70175438596492,66,19.29824561403509,15.466108856042894,23.812426251895925,0,20180.57894736842,20214.5,5.148622936149787,4.453885197639465,10.675778198242188,0
Tajik,Qwen2.5-14B,342,342,57,286,83.62573099415205,56,16.374269005847953,286,83.62573099415205,4,1.3986013986013985,219,76.57342657342657,0,0.0,67,23.426573426573427,219,76.57342657342657,63,22.027972027972027,17.613156110921707,27.184251185119578,4,20691.216374269006,20691.5,5.931107468249505,4.471951931715012,18.470791935920715,0
Tamil,Llama-3.1-8B,162,162,27,162,100.0,0,0.0,162,100.0,0,0.0,144,88.88888888888889,0,0.0,18,11.11111111111111,144,88.88888888888889,18,11.11111111111111,7.144785748868557,16.879037427801787,0,20197.697530864196,20206.5,5.327220900191201,4.42294055223465,10.935064148902892,0
Tamil,Qwen2.5-14B,162,162,27,137,84.5679012345679,25,15.432098765432098,137,84.5679012345679,1,0.7299270072992701,88,64.23357664233576,1,0.7299270072992701,48,35.03649635036496,89,64.96350364963503,47,34.306569343065696,26.882637063079244,42.58658005519594,1,20689.845679012345,20690.0,6.724003977613685,4.462658405303955,18.918152558803556,0
Telugu,Llama-3.1-8B,138,138,23,138,100.0,0,0.0,138,100.0,0,0.0,119,86.23188405797102,0,0.0,19,13.768115942028986,119,86.23188405797102,19,13.768115942028986,8.994647196691005,20.504103851538922,0,20197.485507246376,20212.5,5.472288190886594,4.282362729310989,10.800238585472107,0
Telugu,Qwen2.5-14B,138,138,23,115,83.33333333333333,23,16.666666666666668,115,83.33333333333333,4,3.4782608695652173,78,67.82608695652173,0,0.0,37,32.17391304347826,78,67.82608695652173,33,28.695652173913043,21.222580601277446,37.54601708656285,4,20691.028985507248,20691.0,5.8142151392024495,4.469801127910614,18.519477063417433,0
Thai,Llama-3.1-8B,84,84,14,84,100.0,0,0.0,84,100.0,0,0.0,82,97.61904761904762,0,0.0,2,2.380952380952381,82,97.61904761904762,2,2.380952380952381,0.6553902690167361,8.27144100856992,0,20179.964285714286,20210.5,5.211886481869788,4.389783471822739,11.126483404636382,0
Thai,Qwen2.5-14B,84,84,14,70,83.33333333333333,14,16.666666666666668,70,83.33333333333333,0,0.0,56,80.0,0,0.0,14,20.0,56,80.0,14,20.0,12.304739248362951,30.816644496253065,0,20689.880952380954,20690.5,6.72795765598615,4.555708229541779,21.969219636917092,0
Turkish,Llama-3.1-8B,150,150,25,150,100.0,0,0.0,150,100.0,0,0.0,143,95.33333333333333,0,0.0,7,4.666666666666667,143,95.33333333333333,7,4.666666666666667,2.278654916126197,9.318647239912748,0,20176.133333333335,20192.5,5.297745238542557,4.408000826835632,10.609701752662659,0
Turkish,Qwen2.5-14B,150,150,25,125,83.33333333333333,25,16.666666666666668,125,83.33333333333333,0,0.0,108,86.4,1,0.8,16,12.8,109,87.2,16,12.8,8.034702880619571,19.78356241127992,0,20690.02666666667,20690.0,6.003430914878845,4.498281300067902,18.508802586793898,0
Ukrainian,Llama-3.1-8B,144,144,24,144,100.0,0,0.0,144,100.0,0,0.0,140,97.22222222222223,0,0.0,4,2.7777777777777777,140,97.22222222222223,4,2.7777777777777777,1.085411795640967,6.924153934534726,0,20167.090277777777,20192.5,5.313177291717794,4.370379567146301,10.81225607395172,0
Ukrainian,Qwen2.5-14B,144,144,24,122,84.72222222222223,22,15.277777777777779,122,84.72222222222223,0,0.0,108,88.52459016393442,2,1.639344262295082,12,9.836065573770492,110,90.1639344262295,12,9.836065573770492,5.716502073361096,16.40773192837928,0,20689.958333333332,20690.0,6.777807077185975,4.492209494113922,22.294803637266142,0
Urdu,Llama-3.1-8B,156,156,26,156,100.0,0,0.0,156,100.0,1,0.6410256410256411,135,86.53846153846153,0,0.0,21,13.461538461538462,135,86.53846153846153,20,12.820512820512821,8.454799299726478,18.973290473824882,1,20179.878205128207,20192.5,5.2184115793460455,4.434411019086838,10.613289266824722,0
Urdu,Qwen2.5-14B,156,156,26,130,83.33333333333333,26,16.666666666666668,130,83.33333333333333,0,0.0,99,76.15384615384616,1,0.7692307692307693,30,23.076923076923077,100,76.92307692307692,30,23.076923076923077,16.67005887136859,31.029255962177725,0,20689.98076923077,20690.0,6.500983862922742,4.494964957237244,19.810537725687027,0
Vietnamese,Llama-3.1-8B,144,144,24,144,100.0,0,0.0,144,100.0,0,0.0,138,95.83333333333333,0,0.0,6,4.166666666666667,138,95.83333333333333,6,4.166666666666667,1.9233886662494148,8.791778071862288,0,20181.25,20214.0,5.259567944953839,4.366606444120407,10.787424552440644,0
Vietnamese,Qwen2.5-14B,144,144,24,121,84.02777777777777,23,15.972222222222221,121,84.02777777777777,0,0.0,108,89.25619834710744,3,2.479338842975207,10,8.264462809917354,111,91.73553719008264,10,8.264462809917354,4.550904943740659,14.546483893197612,0,20690.319444444445,20690.5,6.241465465062195,4.444765567779541,18.46793388724327,0
Welsh,Llama-3.1-8B,276,276,46,276,100.0,0,0.0,276,100.0,0,0.0,232,84.05797101449275,2,0.7246376811594203,42,15.217391304347826,234,84.78260869565217,42,15.217391304347826,11.459476107140423,19.93024691348524,0,20178.079710144928,20182.0,5.371111762048542,4.447963386774063,10.888039410114288,0
Welsh,Qwen2.5-14B,276,276,46,230,83.33333333333333,46,16.666666666666668,230,83.33333333333333,6,2.608695652173913,161,70.0,0,0.0,69,30.0,161,70.0,63,27.391304347826086,22.03471302717706,33.49070982790976,6,20690.268115942028,20690.5,5.986252815179203,4.478113830089569,18.455983698368073,0
Wolof,Llama-3.1-8B,258,258,43,258,100.0,0,0.0,258,100.0,1,0.3875968992248062,184,71.31782945736434,0,0.0,74,28.68217054263566,184,71.31782945736434,73,28.294573643410853,23.147951942448525,34.078073109338156,1,20182.62015503876,20216.0,5.391020802795425,4.343958258628845,10.808219242095946,0
Wolof,Qwen2.5-14B,257,257,43,216,84.04669260700389,41,15.95330739299611,216,84.04669260700389,23,10.648148148148149,125,57.870370370370374,0,0.0,91,42.129629629629626,125,57.870370370370374,68,31.48148148148148,25.65716321934065,37.95297636527285,23,20643.416342412453,8409.0,6.643287725949565,4.48967719078064,19.73377630710602,0
Xhosa,Llama-3.1-8B,168,168,28,168,100.0,0,0.0,168,100.0,0,0.0,115,68.45238095238095,0,0.0,53,31.547619047619047,115,68.45238095238095,53,31.547619047619047,24.99985187213821,38.92037993601169,0,20184.196428571428,20201.0,5.537311689129898,4.240277349948883,11.504624110460286,0
Xhosa,Qwen2.5-14B,168,168,28,142,84.52380952380952,26,15.476190476190476,142,84.52380952380952,10,7.042253521126761,79,55.63380281690141,0,0.0,63,44.36619718309859,79,55.63380281690141,53,37.32394366197183,29.801048594930755,45.51461247215959,10,20692.333333333332,20692.5,6.699828130858285,4.44454288482666,19.815844184160234,0
Yoruba,Llama-3.1-8B,366,366,61,366,100.0,0,0.0,366,100.0,0,0.0,250,68.30601092896175,0,0.0,116,31.693989071038253,250,68.30601092896175,116,31.693989071038253,27.138355382084278,36.62990347475588,0,20182.139344262294,20215.5,5.345904160229886,4.300743877887726,10.902216374874115,0
Yoruba,Qwen2.5-14B,366,366,61,309,84.42622950819673,57,15.573770491803279,309,84.42622950819673,16,5.17799352750809,179,57.92880258899677,1,0.32362459546925565,129,41.74757281553398,180,58.25242718446602,113,36.56957928802589,31.39497794832688,42.0740116437554,16,20692.188524590165,20692.5,6.640313862614293,4.475705564022064,18.65152782201767,0
Zulu,Llama-3.1-8B,342,342,57,342,100.0,0,0.0,342,100.0,1,0.29239766081871343,240,70.17543859649123,0,0.0,102,29.82456140350877,240,70.17543859649123,101,29.53216374269006,24.946270001699705,34.57275340359284,1,20183.897660818715,20215.0,5.219961063555109,4.390524983406067,10.698412603139877,0
Zulu,Qwen2.5-14B,342,342,57,286,83.62573099415205,56,16.374269005847953,286,83.62573099415205,15,5.244755244755245,146,51.04895104895105,0,0.0,140,48.95104895104895,146,51.04895104895105,125,43.70629370629371,38.0786568015637,49.500759840045596,15,20691.105263157893,20691.0,6.123792566751179,4.504777908325195,18.730727505683898,0
