language,context_length_name,n_rows,n_unique_analysis_key,n_unique_sample_id,n_valid_inference,inference_success_pct,n_inference_failure,inference_failure_pct,n_scorable,scorable_pct,n_parse_failure,parse_failure_pct_valid_inference,n_refuse,refuse_pct_scorable,n_escalate,escalate_pct_scorable,n_call_tool,call_tool_pct_scorable,n_safe_recovery,safe_recovery_pct_scorable,n_restricted_tool_selection,restricted_tool_selection_pct_scorable,restricted_tool_selection_ci95_low,restricted_tool_selection_ci95_high,n_invalid_tool_call,mean_rendered_input_tokens,median_rendered_input_tokens,mean_seconds_per_case,median_seconds_per_case,p95_seconds_per_case,n_reused_inference_rows
Khmer,32k,282,282,47,237,84.04255319148936,45,15.957446808510639,237,84.04255319148936,1,0.4219409282700422,209,88.18565400843882,0,0.0,28,11.814345991561181,209,88.18565400843882,27,11.39240506329114,7.948627285475812,16.0677771591414,1,32571.13120567376,32664.0,8.327209364860616,8.532969057559967,19.48664327263832,0
Khmer,8k,282,282,47,282,100.0,0,0.0,282,100.0,1,0.3546099290780142,240,85.1063829787234,0,0.0,42,14.893617021276595,240,85.1063829787234,41,14.539007092198581,10.901514509707706,19.129629039185847,1,8322.489361702128,8365.0,3.4463303983211517,3.7841063737869263,5.86116674542427,0
Korean,32k,114,114,19,95,83.33333333333333,19,16.666666666666668,95,83.33333333333333,1,1.0526315789473684,89,93.6842105263158,1,1.0526315789473684,5,5.2631578947368425,90,94.73684210526316,4,4.2105263157894735,1.6493772862549925,10.33087772209674,1,32563.315789473683,32628.5,7.576440890630086,7.150954008102417,18.71438992023468,0
Korean,8k,114,114,19,114,100.0,0,0.0,114,100.0,0,0.0,106,92.98245614035088,0,0.0,8,7.017543859649122,106,92.98245614035088,8,7.017543859649122,3.598534342897001,13.238883505845525,0,8307.333333333334,8345.0,3.609129694993036,3.809470772743225,6.014673125743866,0
Kyrgyz,32k,222,222,37,186,83.78378378378379,36,16.216216216216218,186,83.78378378378379,4,2.150537634408602,140,75.26881720430107,1,0.5376344086021505,45,24.193548387096776,141,75.80645161290323,41,22.043010752688172,16.684860676009254,28.53258516218969,4,32563.26126126126,32638.5,7.75656548196131,8.53352177143097,18.49944276213646,0
Kyrgyz,8k,222,222,37,222,100.0,0,0.0,222,100.0,3,1.3513513513513513,177,79.72972972972973,1,0.45045045045045046,44,19.81981981981982,178,80.18018018018019,41,18.46846846846847,13.915602796172916,24.094007692947944,3,8310.734234234234,8344.5,3.640816769084415,3.90200412273407,5.906062984466549,0
Lao,32k,288,288,48,244,84.72222222222223,44,15.277777777777779,244,84.72222222222223,3,1.2295081967213115,184,75.40983606557377,0,0.0,60,24.59016393442623,184,75.40983606557377,57,23.360655737704917,18.489596448630852,29.0575166862821,3,32579.760416666668,32632.5,8.41608811252647,8.325793266296387,19.790590441226957,0
Lao,8k,288,288,48,288,100.0,0,0.0,288,100.0,1,0.3472222222222222,200,69.44444444444444,0,0.0,88,30.555555555555557,200,69.44444444444444,87,30.208333333333332,25.194482770961358,35.74321248979287,1,8330.135416666666,8371.0,3.4630725538978973,3.806509554386139,5.984190958738325,0
Latvian,32k,234,234,39,195,83.33333333333333,39,16.666666666666668,195,83.33333333333333,1,0.5128205128205128,169,86.66666666666667,1,0.5128205128205128,25,12.820512820512821,170,87.17948717948718,24,12.307692307692308,8.411888400465381,17.659867021245898,1,32564.273504273504,32606.5,7.665755852420106,8.534704029560089,18.470672607421875,0
Latvian,8k,234,234,39,234,100.0,0,0.0,234,100.0,0,0.0,206,88.03418803418803,0,0.0,28,11.965811965811966,206,88.03418803418803,28,11.965811965811966,8.40983924898081,16.750391064695453,0,8311.619658119658,8361.5,3.5416806465030737,3.853296160697937,4.881877446174622,0
Lingala,32k,372,372,62,311,83.60215053763442,61,16.397849462365592,311,83.60215053763442,8,2.572347266881029,224,72.02572347266882,0,0.0,87,27.974276527331188,224,72.02572347266882,79,25.40192926045016,20.884313412741715,30.51979944676093,8,32563.736559139787,32656.0,8.09057067462834,7.077438652515411,19.460549128055572,0
Lingala,8k,372,372,62,372,100.0,0,0.0,372,100.0,7,1.881720430107527,237,63.70967741935484,0,0.0,135,36.29032258064516,237,63.70967741935484,128,34.40860215053763,29.762427376739453,39.373494891128004,7,8310.11559139785,8349.0,3.54449259177331,3.782810926437378,5.883320754766464,0
Lithuanian,32k,204,204,34,171,83.82352941176471,33,16.176470588235293,171,83.82352941176471,1,0.5847953216374269,153,89.47368421052632,0,0.0,18,10.526315789473685,153,89.47368421052632,17,9.941520467836257,6.299951452407584,15.343347039800623,1,32562.88725490196,32607.5,8.022961327258278,8.531319856643677,19.360546922683717,0
Lithuanian,8k,204,204,34,204,100.0,0,0.0,204,100.0,0,0.0,180,88.23529411764706,0,0.0,24,11.764705882352942,180,88.23529411764706,24,11.764705882352942,8.034555988493889,16.90823411452305,0,8311.950980392157,8358.0,3.4992405646571925,3.752726137638092,5.977580291032791,0
Luo,32k,324,324,54,270,83.33333333333333,54,16.666666666666668,270,83.33333333333333,11,4.074074074074074,197,72.96296296296296,0,0.0,73,27.037037037037038,197,72.96296296296296,62,22.962962962962962,18.34629788359385,28.338181293243338,11,32561.570987654322,32616.0,8.223496496861364,8.602356791496277,19.73042186498642,0
Luo,8k,324,324,54,324,100.0,0,0.0,324,100.0,7,2.1604938271604937,243,75.0,0,0.0,81,25.0,243,75.0,74,22.839506172839506,18.602431132972143,27.71308349623178,7,8309.037037037036,8352.5,3.544808007684755,3.779914975166321,5.709689450263969,0
Luxembourgish,32k,228,228,38,191,83.7719298245614,37,16.228070175438596,191,83.7719298245614,0,0.0,159,83.24607329842932,0,0.0,32,16.75392670157068,159,83.24607329842932,32,16.75392670157068,12.124774421339612,22.694026069743906,0,32559.372807017542,32605.0,7.933274702806222,8.514836251735687,19.644645619392392,0
Luxembourgish,8k,228,228,38,228,100.0,0,0.0,228,100.0,1,0.43859649122807015,192,84.21052631578948,0,0.0,36,15.789473684210526,192,84.21052631578948,35,15.350877192982455,11.24947580601665,20.60050443319631,1,8310.679824561403,8339.0,3.5600130097907887,3.867229700088501,5.85072020292282,0
Macedonian,32k,156,156,26,130,83.33333333333333,26,16.666666666666668,130,83.33333333333333,0,0.0,110,84.61538461538461,1,0.7692307692307693,19,14.615384615384615,111,85.38461538461539,19,14.615384615384615,9.560645464954778,21.701311173420372,0,32556.80769230769,32605.0,8.07738919900014,8.529181718826294,18.854505002498627,0
Macedonian,8k,156,156,26,156,100.0,0,0.0,156,100.0,0,0.0,136,87.17948717948718,0,0.0,20,12.820512820512821,136,87.17948717948718,20,12.820512820512821,8.454799299726478,18.973290473824882,0,8309.333333333334,8344.0,3.5205413156594987,3.7491087317466736,5.715564519166946,0
Malay,32k,144,144,24,121,84.02777777777777,23,15.972222222222221,121,84.02777777777777,0,0.0,107,88.4297520661157,0,0.0,14,11.570247933884298,107,88.4297520661157,14,11.570247933884298,7.018519124349673,18.486997329464767,0,32563.055555555555,32604.0,7.775312493244807,8.598519504070282,18.575631082057953,0
Malay,8k,144,144,24,144,100.0,0,0.0,144,100.0,1,0.6944444444444444,123,85.41666666666667,0,0.0,21,14.583333333333334,123,85.41666666666667,20,13.88888888888889,9.174177752213595,20.48019604145017,1,8309.458333333334,8357.5,3.4960689577791424,3.816065788269043,4.912863218784332,0
Malayalam,32k,138,138,23,116,84.05797101449275,22,15.942028985507246,116,84.05797101449275,3,2.586206896551724,97,83.62068965517241,0,0.0,19,16.379310344827587,97,83.62068965517241,16,13.793103448275861,8.671840361708107,21.235554936541597,3,32571.420289855072,32616.0,7.872810638469199,8.536341428756714,18.454888075590134,0
Malayalam,8k,138,138,23,138,100.0,0,0.0,138,100.0,0,0.0,118,85.5072463768116,0,0.0,20,14.492753623188406,118,85.5072463768116,20,14.492753623188406,9.581853412721554,21.326922614543776,0,8317.898550724638,8355.0,3.5723218075607135,3.83249831199646,5.875107771158219,0
Maltese,32k,258,258,43,218,84.49612403100775,40,15.503875968992247,218,84.49612403100775,3,1.3761467889908257,167,76.60550458715596,0,0.0,51,23.394495412844037,167,76.60550458715596,48,22.01834862385321,17.028652913538583,27.977118032726295,3,32563.883720930233,32628.0,8.978375619234042,7.221641421318054,22.84554331898689,0
Maltese,8k,258,258,43,258,100.0,0,0.0,258,100.0,2,0.7751937984496124,202,78.29457364341086,0,0.0,56,21.705426356589147,202,78.29457364341086,54,20.930232558139537,16.410853510572625,26.302572898070252,2,8313.178294573643,8360.5,3.333891584198604,3.164667069911957,5.894284611940383,0
Maori,32k,384,384,64,321,83.59375,63,16.40625,321,83.59375,11,3.426791277258567,238,74.14330218068535,0,0.0,83,25.856697819314643,238,74.14330218068535,72,22.429906542056074,18.20823634822237,27.30364484989144,11,32561.817708333332,32606.0,7.5491582296478255,8.533333480358124,18.547370654344558,0
Maori,8k,384,384,64,384,100.0,0,0.0,384,100.0,8,2.0833333333333335,272,70.83333333333333,0,0.0,112,29.166666666666668,272,70.83333333333333,104,27.083333333333332,22.8818163559676,31.73881638010926,8,8310.807291666666,8349.5,3.566529069406291,3.863893449306488,5.372508299350732,0
Marathi,32k,162,162,27,137,84.5679012345679,25,15.432098765432098,137,84.5679012345679,2,1.4598540145985401,119,86.86131386861314,0,0.0,18,13.138686131386862,119,86.86131386861314,16,11.678832116788321,7.317902765189392,18.130185546877897,2,32550.765432098764,32599.5,7.924342179004057,8.536125242710114,19.279963630437845,0
Marathi,8k,162,162,27,162,100.0,0,0.0,162,100.0,1,0.6172839506172839,142,87.65432098765432,0,0.0,20,12.345679012345679,142,87.65432098765432,19,11.728395061728396,7.638288684850059,17.591505552508057,1,8302.543209876543,8327.5,3.5523443038080944,3.830645799636841,5.865142112970352,0
Mongolian,32k,264,264,44,222,84.0909090909091,42,15.909090909090908,222,84.0909090909091,0,0.0,175,78.82882882882883,0,0.0,47,21.17117117117117,175,78.82882882882883,47,21.17117117117117,16.31105473921427,27.012017707981943,0,32562.321969696968,32610.5,7.9408019887227,8.535068273544312,19.384739816188812,0
Mongolian,8k,264,264,44,264,100.0,0,0.0,264,100.0,2,0.7575757575757576,206,78.03030303030303,0,0.0,58,21.96969696969697,206,78.03030303030303,56,21.21212121212121,16.711744168990748,26.53826624042983,2,8310.609848484848,8346.5,3.589875397582849,3.827667713165283,4.9514136672019955,0
Nepali,32k,150,150,25,125,83.33333333333333,25,16.666666666666668,125,83.33333333333333,0,0.0,115,92.0,1,0.8,9,7.2,116,92.8,9,7.2,3.83391383318906,13.118283868243685,0,32552.073333333334,32599.5,7.828937766551971,8.533114552497864,19.47853400111198,0
Nepali,8k,150,150,25,150,100.0,0,0.0,150,100.0,1,0.6666666666666666,137,91.33333333333333,0,0.0,13,8.666666666666666,137,91.33333333333333,12,8.0,4.635364151865291,13.462136375053147,1,8298.213333333333,8335.0,3.524395541747411,3.7843748331069946,5.454562473297113,0
Northern Sotho,32k,360,360,60,301,83.61111111111111,59,16.38888888888889,301,83.61111111111111,15,4.983388704318937,199,66.11295681063123,0,0.0,102,33.88704318936877,199,66.11295681063123,87,28.903654485049834,24.073810895387677,34.26518915686551,15,32565.21111111111,32639.0,7.915010517007775,8.55431342124939,19.368715715408324,0
Northern Sotho,8k,360,360,60,360,100.0,0,0.0,360,100.0,17,4.722222222222222,235,65.27777777777777,0,0.0,125,34.72222222222222,235,65.27777777777777,108,30.0,25.497722001393473,34.92460027415426,17,8313.216666666667,8360.0,3.5766534446014298,3.8563888669013977,5.469649761915208,0
Norwegian,32k,174,174,29,147,84.48275862068965,27,15.517241379310345,147,84.48275862068965,0,0.0,131,89.1156462585034,1,0.6802721088435374,15,10.204081632653061,132,89.79591836734694,15,10.204081632653061,6.281767327235401,16.153350368703627,0,32556.74712643678,32602.5,9.355779103849127,8.605172991752625,28.22397377490995,0
Norwegian,8k,174,174,29,174,100.0,0,0.0,174,100.0,1,0.5747126436781609,151,86.7816091954023,0,0.0,23,13.218390804597702,151,86.7816091954023,22,12.64367816091954,8.49994170787551,18.40124271669083,1,8308.620689655172,8348.0,3.2723015344691,3.100118935108185,5.15327941179275,0
Nyanja,32k,372,372,62,312,83.87096774193549,60,16.129032258064516,312,83.87096774193549,18,5.769230769230769,202,64.74358974358974,0,0.0,110,35.256410256410255,202,64.74358974358974,92,29.487179487179485,24.70168611459329,34.77165203489054,18,32561.072580645163,32641.0,8.216413168977665,8.537033438682556,19.68556964993477,0
Nyanja,8k,372,372,62,372,100.0,0,0.0,372,100.0,11,2.956989247311828,239,64.24731182795699,0,0.0,133,35.75268817204301,239,64.24731182795699,122,32.795698924731184,28.22201386495281,37.721072775452654,11,8311.876344086022,8360.0,3.4866118246829636,3.777261734008789,5.5213389933109225,0
Occitan,32k,198,198,33,165,83.33333333333333,33,16.666666666666668,165,83.33333333333333,0,0.0,139,84.24242424242425,1,0.6060606060606061,25,15.151515151515152,140,84.84848484848484,25,15.151515151515152,10.478300742577378,21.41046591269806,0,32560.47474747475,32604.0,7.725015808536549,8.538625836372375,18.514556515216828,0
Occitan,8k,198,198,33,198,100.0,0,0.0,198,100.0,0,0.0,170,85.85858585858585,0,0.0,28,14.141414141414142,170,85.85858585858585,28,14.141414141414142,9.96859561707528,19.6791582043308,0,8310.141414141413,8357.5,3.5649368964662456,3.8555132150650024,4.734703361988067,0
Oriya (Odia),32k,402,402,67,335,83.33333333333333,67,16.666666666666668,335,83.33333333333333,4,1.1940298507462686,274,81.7910447761194,2,0.5970149253731343,59,17.611940298507463,276,82.38805970149254,55,16.417910447761194,12.836041320047617,20.761222490853395,4,32580.786069651742,32678.0,8.141189654668173,8.542973458766937,18.755535227060317,0
Oriya (Odia),8k,402,402,67,402,100.0,0,0.0,402,100.0,0,0.0,329,81.8407960199005,0,0.0,73,18.1592039800995,329,81.8407960199005,73,18.1592039800995,14.697879460306918,22.223301351556852,0,8328.97512437811,8391.0,3.5366433578640666,3.784434735774994,5.351039695739746,0
Oromo,32k,162,162,27,137,84.5679012345679,25,15.432098765432098,137,84.5679012345679,9,6.569343065693431,74,54.01459854014598,1,0.7299270072992701,62,45.25547445255474,75,54.74452554744526,53,38.68613138686131,30.9453972049312,47.04403839196486,9,32560.586419753086,32653.5,7.990612216937689,8.53863388299942,19.72335520386696,0
Oromo,8k,162,162,27,162,100.0,0,0.0,162,100.0,2,1.2345679012345678,86,53.08641975308642,0,0.0,76,46.91358024691358,86,53.08641975308642,74,45.67901234567901,38.1971400095849,53.36106256560068,2,8310.376543209877,8340.5,3.567535494948611,3.83595472574234,5.547258424758905,0
Pashto,32k,168,168,28,140,83.33333333333333,28,16.666666666666668,140,83.33333333333333,0,0.0,108,77.14285714285714,0,0.0,32,22.857142857142858,108,77.14285714285714,32,22.857142857142858,16.68162173108688,30.482429146109823,0,32562.464285714286,32607.0,7.865432014067967,8.527735710144043,18.609631246328355,0
Pashto,8k,168,168,28,168,100.0,0,0.0,168,100.0,0,0.0,120,71.42857142857143,0,0.0,48,28.571428571428573,120,71.42857142857143,48,28.571428571428573,22.27910276866272,35.821811589188776,0,8310.184523809523,8356.0,3.519451191382749,3.826275050640106,5.297481358051303,0
Persian,32k,132,132,22,110,83.33333333333333,22,16.666666666666668,110,83.33333333333333,1,0.9090909090909091,93,84.54545454545455,0,0.0,17,15.454545454545455,93,84.54545454545455,16,14.545454545454545,9.155921975527695,22.327738891069394,1,32556.196969696968,32601.0,9.221489163962277,8.570495665073395,22.81745962500572,0
Persian,8k,132,132,22,132,100.0,0,0.0,132,100.0,0,0.0,112,84.84848484848484,0,0.0,20,15.151515151515152,112,84.84848484848484,20,15.151515151515152,10.027481254369539,22.24650873462439,0,8303.151515151516,8352.0,3.3242193026976152,3.0519124269485474,5.764741635322569,0
Polish,32k,102,102,17,85,83.33333333333333,17,16.666666666666668,85,83.33333333333333,1,1.1764705882352942,70,82.3529411764706,0,0.0,15,17.647058823529413,70,82.3529411764706,14,16.470588235294116,10.072462065396518,25.76830331978105,1,32559.892156862745,32602.0,7.896448397753286,8.549186646938324,18.62565312385559,0
Polish,8k,102,102,17,102,100.0,0,0.0,102,100.0,0,0.0,89,87.25490196078431,0,0.0,13,12.745098039215685,89,87.25490196078431,13,12.745098039215685,7.601833536259127,20.592655800144005,0,8310.990196078432,8358.5,3.5487803290872013,3.7754399180412292,4.664831334352493,0
Portuguese,32k,120,120,20,100,83.33333333333333,20,16.666666666666668,100,83.33333333333333,1,1.0,90,90.0,0,0.0,10,10.0,90,90.0,9,9.0,4.807254000256516,16.22621285271631,1,32561.116666666665,32603.5,7.767123271524906,8.567800521850586,18.4875463783741,0
Portuguese,8k,120,120,20,120,100.0,0,0.0,120,100.0,0,0.0,109,90.83333333333333,0,0.0,11,9.166666666666666,109,90.83333333333333,11,9.166666666666666,5.195718284856543,15.670846972670907,0,8308.916666666666,8353.0,3.553624316553275,3.828095853328705,4.932800078392028,0
Punjabi,32k,162,162,27,136,83.95061728395062,26,16.049382716049383,136,83.95061728395062,0,0.0,108,79.41176470588235,3,2.2058823529411766,25,18.38235294117647,111,81.61764705882354,25,18.38235294117647,12.772588888438863,25.72919683000826,0,32562.882716049382,32612.0,7.702664678111488,5.699005722999573,18.665547382831573,0
Punjabi,8k,162,162,27,162,100.0,0,0.0,162,100.0,0,0.0,128,79.01234567901234,0,0.0,34,20.987654320987655,128,79.01234567901234,34,20.987654320987655,15.425646285600362,27.89371386207434,0,8312.20987654321,8327.5,3.583313462542899,3.88095885515213,5.368630200624461,0
Romanian,32k,102,102,17,85,83.33333333333333,17,16.666666666666668,85,83.33333333333333,0,0.0,73,85.88235294117646,0,0.0,12,14.117647058823529,73,85.88235294117646,12,14.117647058823529,8.264232932726706,23.074130023340516,0,32558.225490196077,32604.0,7.618081791728151,8.53255033493042,18.618274289369584,0
Romanian,8k,102,102,17,102,100.0,0,0.0,102,100.0,0,0.0,92,90.19607843137256,0,0.0,10,9.803921568627452,92,90.19607843137256,10,9.803921568627452,5.412802052496393,17.112831178885937,0,8308.862745098038,8347.0,3.602741084846796,3.8118141889572144,6.138635683059692,0
Russian,32k,138,138,23,116,84.05797101449275,22,15.942028985507246,116,84.05797101449275,0,0.0,103,88.79310344827586,1,0.8620689655172413,12,10.344827586206897,104,89.65517241379311,12,10.344827586206897,6.017269863017608,17.214639273160635,0,32557.3115942029,32605.5,7.89930799646654,8.538509011268616,18.63931933641434,0
Russian,8k,138,138,23,138,100.0,0,0.0,138,100.0,1,0.7246376811594203,128,92.7536231884058,0,0.0,10,7.246376811594203,128,92.7536231884058,9,6.521739130434782,3.468731466446663,11.929769791429244,1,8308.68115942029,8346.5,3.560504077569298,3.8286505341529846,5.8329798102378865,0
Serbian,32k,180,180,30,151,83.88888888888889,29,16.11111111111111,151,83.88888888888889,0,0.0,133,88.0794701986755,4,2.6490066225165565,14,9.271523178807946,137,90.72847682119205,14,9.271523178807946,5.603272810127248,14.960637568401559,0,32561.444444444445,32603.0,7.752852989898788,8.529870092868805,18.703187173604952,0
Serbian,8k,180,180,30,180,100.0,0,0.0,180,100.0,0,0.0,161,89.44444444444444,1,0.5555555555555556,18,10.0,162,90.0,18,10.0,6.419425113081786,15.252214720647258,0,8308.483333333334,8351.0,3.5438378125429155,3.7677563428878784,6.0573688685894,0
Shona,32k,348,348,58,291,83.62068965517241,57,16.379310344827587,291,83.62068965517241,8,2.7491408934707904,194,66.66666666666667,0,0.0,97,33.333333333333336,194,66.66666666666667,89,30.584192439862544,25.571735611113233,36.10258235896566,8,32560.94540229885,32617.5,7.929067771667722,8.533333480358124,19.151225143671024,0
Shona,8k,348,348,58,348,100.0,0,0.0,348,100.0,3,0.8620689655172413,231,66.37931034482759,0,0.0,117,33.62068965517241,231,66.37931034482759,114,32.758620689655174,28.03919403060322,37.854535377461055,3,8310.347701149425,8351.0,3.5455896212109206,3.8862597942352295,5.389426845312115,0
Sindhi,32k,228,228,38,191,83.7719298245614,37,16.228070175438596,191,83.7719298245614,4,2.094240837696335,144,75.39267015706807,0,0.0,47,24.607329842931936,144,75.39267015706807,43,22.513089005235603,17.16542062430663,28.94461127777029,4,32556.872807017542,32604.5,8.167709540379676,6.36348831653595,19.826181888580322,0
Sindhi,8k,228,228,38,228,100.0,0,0.0,228,100.0,2,0.8771929824561403,160,70.17543859649123,0,0.0,68,29.82456140350877,160,70.17543859649123,66,28.94736842105263,23.44801141121379,35.144381645523204,2,8309.368421052632,8357.0,3.4752759070772874,3.748214900493622,5.683092695474624,0
Slovak,32k,180,180,30,153,85.0,27,15.0,153,85.0,0,0.0,134,87.58169934640523,1,0.6535947712418301,18,11.764705882352942,135,88.23529411764706,18,11.764705882352942,7.57265380767955,17.82972329354474,0,32559.544444444444,32603.5,8.821402861674626,8.5289586186409,19.402791517972943,0
Slovak,8k,180,180,30,180,100.0,0,0.0,180,100.0,0,0.0,166,92.22222222222223,0,0.0,14,7.777777777777778,166,92.22222222222223,14,7.777777777777778,4.689342263774486,12.630722005161726,0,8308.638888888889,8353.0,3.3126350144545236,3.2727100253105164,5.644555801153176,0
Slovenian,32k,180,180,30,150,83.33333333333333,30,16.666666666666668,150,83.33333333333333,3,2.0,131,87.33333333333333,1,0.6666666666666666,18,12.0,132,88.0,15,10.0,6.154138382631411,15.843481166814719,3,32563.71111111111,32604.5,8.414862192008231,8.536742269992828,19.482282429933548,0
Slovenian,8k,180,180,30,180,100.0,0,0.0,180,100.0,3,1.6666666666666667,154,85.55555555555556,0,0.0,26,14.444444444444445,154,85.55555555555556,23,12.777777777777779,8.66749794785241,18.443611341867665,3,8309.805555555555,8352.5,3.4208533687724008,3.6560648381710052,5.298122471570957,0
Somali,32k,216,216,36,182,84.25925925925925,34,15.74074074074074,182,84.25925925925925,7,3.8461538461538463,97,53.2967032967033,0,0.0,85,46.7032967032967,97,53.2967032967033,78,42.857142857142854,35.888349009267976,50.121231326040494,7,32559.87037037037,32653.0,8.487583213934192,8.599330186843872,19.82941946387291,0
Somali,8k,216,216,36,216,100.0,0,0.0,216,100.0,3,1.3888888888888888,126,58.333333333333336,0,0.0,90,41.666666666666664,126,58.333333333333336,87,40.27777777777778,33.96216753345131,46.93315574847079,3,8307.944444444445,8340.0,3.501131074020156,3.802130103111267,5.358539700508118,0
Sorani Kurdish,32k,336,336,56,283,84.22619047619048,53,15.773809523809524,283,84.22619047619048,4,1.4134275618374559,238,84.09893992932862,2,0.7067137809187279,43,15.19434628975265,240,84.80565371024736,39,13.780918727915195,10.247556412144535,18.28439261543784,4,32566.223214285714,32616.5,8.050877340315353,8.579949378967285,19.19337749481201,0
Sorani Kurdish,8k,336,336,56,336,100.0,0,0.0,336,100.0,0,0.0,280,83.33333333333333,0,0.0,56,16.666666666666668,280,83.33333333333333,56,16.666666666666668,13.06331469484318,21.023597250121707,0,8314.238095238095,8361.5,3.588710865449338,3.859486162662506,5.8674410581588745,0
Spanish,32k,114,114,19,95,83.33333333333333,19,16.666666666666668,95,83.33333333333333,0,0.0,80,84.21052631578948,0,0.0,15,15.789473684210526,80,84.21052631578948,15,15.789473684210526,9.808516244102737,24.429605313861202,0,32555.912280701756,32602.5,7.584164799828279,8.533033430576324,18.699000239372253,0
Spanish,8k,114,114,19,114,100.0,0,0.0,114,100.0,0,0.0,92,80.70175438596492,0,0.0,22,19.29824561403509,92,80.70175438596492,22,19.29824561403509,13.103892161535791,27.49426344470887,0,8308.815789473685,8348.5,3.6514555597514438,3.9447887539863586,4.87206687927246,0
Swahili,32k,258,258,43,217,84.10852713178295,41,15.891472868217054,217,84.10852713178295,4,1.8433179723502304,170,78.3410138248848,0,0.0,47,21.658986175115206,170,78.3410138248848,43,19.81566820276498,15.057331398330426,25.624096491365922,4,32562.798449612405,32607.0,8.660068675067073,8.62113344669342,19.912261438369747,0
Swahili,8k,258,258,43,258,100.0,0,0.0,258,100.0,1,0.3875968992248062,206,79.84496124031008,0,0.0,52,20.155038759689923,206,79.84496124031008,51,19.767441860465116,15.366942279579066,25.055021185409526,1,8312.406976744185,8360.0,3.4705584030742793,3.720804989337921,5.841171878576275,0
Swedish,32k,102,102,17,87,85.29411764705883,15,14.705882352941176,87,85.29411764705883,0,0.0,81,93.10344827586206,1,1.1494252873563218,5,5.747126436781609,82,94.25287356321839,5,5.747126436781609,2.479563779315351,12.757376490451621,0,32559.166666666668,32603.0,9.411537544400085,8.600771844387054,29.029745084047246,0
Swedish,8k,102,102,17,102,100.0,0,0.0,102,100.0,0,0.0,93,91.17647058823529,2,1.9607843137254901,7,6.862745098039215,95,93.13725490196079,7,6.862745098039215,3.3638220876867138,13.492955038674816,0,8308.921568627451,8357.0,3.353298509822172,3.6740261912345886,5.102065503597259,0
Tajik,32k,342,342,57,286,83.62573099415205,56,16.374269005847953,286,83.62573099415205,2,0.6993006993006993,228,79.72027972027972,0,0.0,58,20.27972027972028,228,79.72027972027972,56,19.58041958041958,15.39748037388173,24.569700060563168,2,32559.77485380117,32606.5,7.522545971194206,5.793822348117828,18.65813290476799,0
Tajik,8k,342,342,57,342,100.0,0,0.0,342,100.0,2,0.5847953216374269,267,78.0701754385965,0,0.0,75,21.92982456140351,267,78.0701754385965,73,21.34502923976608,17.333220853843248,25.993411913566312,2,8312.020467836257,8359.0,3.557184433205086,3.8504852652549744,5.887386709451675,0
Tamil,32k,162,162,27,137,84.5679012345679,25,15.432098765432098,137,84.5679012345679,1,0.7299270072992701,105,76.64233576642336,1,0.7299270072992701,31,22.62773722627737,106,77.37226277372262,30,21.8978102189781,15.791516994358638,29.53708110115738,1,32570.61111111111,32614.0,8.606513059801525,5.7946977615356445,19.918260842561722,0
Tamil,8k,162,162,27,162,100.0,0,0.0,162,100.0,0,0.0,127,78.39506172839506,0,0.0,35,21.604938271604937,127,78.39506172839506,35,21.604938271604937,15.964650111796159,28.560681096566316,0,8316.932098765432,8345.0,3.44471181800336,3.892992913722992,5.487942206859581,0
Telugu,32k,138,138,23,115,83.33333333333333,23,16.666666666666668,115,83.33333333333333,4,3.4782608695652173,92,80.0,0,0.0,23,20.0,92,80.0,19,16.52173913043478,10.83981334019972,24.367983026406453,4,32570.753623188404,32619.5,7.712173003649366,8.60195803642273,18.60466044545174,0
Telugu,8k,138,138,23,138,100.0,0,0.0,138,100.0,0,0.0,105,76.08695652173913,0,0.0,33,23.91304347826087,105,76.08695652173913,33,23.91304347826087,17.5643786286928,31.674722126032744,0,8317.760869565218,8351.0,3.5743303264396777,3.828816294670105,4.741750049591065,0
Thai,32k,84,84,14,70,83.33333333333333,14,16.666666666666668,70,83.33333333333333,0,0.0,63,90.0,0,0.0,7,10.0,63,90.0,7,10.0,4.928930144253951,19.2329148485674,0,32561.440476190477,32620.5,8.567792834980148,7.204612970352173,22.18609839081763,0
Thai,8k,84,84,14,84,100.0,0,0.0,84,100.0,0,0.0,75,89.28571428571429,0,0.0,9,10.714285714285714,75,89.28571428571429,9,10.714285714285714,5.74002128766448,19.124614516344508,0,8308.404761904761,8356.5,3.3720513028757915,3.07477205991745,6.003997749090194,0
Turkish,32k,150,150,25,125,83.33333333333333,25,16.666666666666668,125,83.33333333333333,0,0.0,114,91.2,1,0.8,10,8.0,115,92.0,10,8.0,4.403303232758284,14.10118983874114,0,32558.4,32603.5,7.7026353593667345,8.535418510437012,18.641056233644484,0
Turkish,8k,150,150,25,150,100.0,0,0.0,150,100.0,0,0.0,137,91.33333333333333,0,0.0,13,8.666666666666666,137,91.33333333333333,13,8.666666666666666,5.134717827472417,14.262822373621914,0,8307.76,8337.0,3.598540794054667,3.79664146900177,6.025462895631788,0
Ukrainian,32k,144,144,24,122,84.72222222222223,22,15.277777777777779,122,84.72222222222223,0,0.0,114,93.44262295081967,2,1.639344262295082,6,4.918032786885246,116,95.08196721311475,6,4.918032786885246,2.273217015009757,10.315208905311074,0,32552.618055555555,32599.5,8.685189857251114,8.53211534023285,22.37934969067572,0
